customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_monthly,charges_total,cuentas_diarias
1098-TDVUQ,0,Female,0.0,0,0,18.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,407.05,0.67
1099-BTKWT,0,Male,0.0,1,0,27.0,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,53.8,1389.85,1.79
1099-GODLO,0,Female,0.0,1,1,64.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.45,7266.95,3.72
1100-DDVRV,0,Female,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0.66
1101-SSWAG,0,Female,0.0,1,1,50.0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),84.15,4164.4,2.8
1104-FEJAM,0,Female,0.0,1,0,30.0,1,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),70.25,2198.9,2.34
1104-TNLZA,0,Male,0.0,0,0,57.0,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),53.35,3090.05,1.78
1106-HRLKZ,0,Female,0.0,0,0,17.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.8,475.25,0.83
1110-KYLGQ,0,Female,0.0,0,0,51.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Credit card (automatic),87.55,4475.9,2.92
1112-CUNAO,1,Male,0.0,0,0,2.0,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),29.85,75.6,1.0
1113-IUJYX,1,Female,0.0,0,0,2.0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.7,169.8,2.86
1114-CENIM,1,Female,0.0,1,1,60.0,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.15,5811.8,3.14
1116-DXXDF,0,Female,0.0,1,1,67.0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.75,7156.2,3.62
1116-FRYVH,0,Male,0.0,0,0,33.0,0,No phone service,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,39.1,1309.0,1.3
1120-BMWUB,1,Female,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,19.75,0.66
1121-QSIVB,0,Male,0.0,0,0,1.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,74.95,2.5
1122-JWTJW,1,Female,0.0,1,1,16.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.4,321.4,0.68
1122-YJBCS,0,Male,1.0,1,0,72.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,7932.5,3.66
1125-SNVCK,0,Male,0.0,1,1,41.0,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),74.55,3023.55,2.48
1131-ALZWV,0,Female,0.0,1,1,65.0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,109.3,7337.55,3.64
1131-QQZEB,0,Female,0.0,1,1,72.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.55,1463.45,0.65
1131-SUEKT,0,Female,1.0,1,0,67.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,1263.05,0.67
1133-KXCGE,0,Male,0.0,0,0,49.0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),106.65,5168.1,3.56
1134-YWTYF,0,Male,0.0,1,0,19.0,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),88.8,1672.35,2.96
1135-HIORI,0,Female,0.0,1,0,69.0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.4,5869.4,2.85
1135-LMECX,0,Male,0.0,1,0,47.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.4,1139.2,0.85
1136-XGEQU,0,Male,0.0,1,1,53.0,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),69.7,3686.05,2.32
1137-DGOWI,0,Female,0.0,1,0,27.0,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),90.15,2423.4,3.01
1139-WUOAH,0,Female,0.0,0,0,11.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.2,990.3,2.97
1140-UKVZG,0,Female,0.0,1,1,28.0,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Electronic check,90.45,2509.25,3.02
1142-IHLOO,0,Male,0.0,1,1,53.0,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),64.15,3491.55,2.14
1142-WACZW,1,Female,0.0,0,0,19.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.25,383.65,0.68
1143-NMNQJ,1,Male,0.0,0,0,3.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.45,69.25,0.65
1150-FTQGN,0,Female,0.0,1,0,23.0,1,No,DSL,No,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),60.0,1347.15,2.0
1150-WFARN,1,Male,0.0,1,0,10.0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,857.2,2.66
1153-GNOLC,0,Male,0.0,1,1,63.0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),89.4,5597.65,2.98
1154-HYWWO,0,Female,0.0,0,0,38.0,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.9,3233.6,2.8
1156-ZFYDO,0,Male,0.0,1,0,61.0,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,62.15,3778.85,2.07
1157-BQCUW,1,Female,0.0,1,0,27.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),95.0,2462.55,3.17
1159-WFSGR,0,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,19.65,0.65
1162-ECVII,0,Male,0.0,0,0,13.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.1,1135.7,3.04
1163-ONYEY,0,Male,0.0,0,0,7.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,73.6,520.0,2.45
1163-VIPRI,0,Female,1.0,0,0,4.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.45,294.45,2.48
1166-PQLGG,0,Female,1.0,0,0,8.0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.2,695.75,2.84
1167-OYZJF,0,Female,0.0,1,0,12.0,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),54.2,690.5,1.81
1169-SAOCL,0,Female,0.0,0,0,7.0,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,59.5,415.95,1.98
1169-WCVAK,0,Female,0.0,1,0,56.0,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,0,Bank transfer (automatic),80.3,4513.65,2.68
1170-SASML,0,Female,0.0,1,1,52.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.05,1255.1,0.77
1171-TYKUR,0,Male,0.0,1,1,23.0,1,Yes,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),48.35,1067.15,1.61
1172-VIYBP,0,Male,0.0,1,1,20.0,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,49.6,939.8,1.65
1173-NOEYG,0,Male,0.0,1,1,68.0,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,56.4,3948.45,1.88
1173-XZPYF,0,Male,0.0,0,0,3.0,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,86.05,244.85,2.87
1174-FGIFN,0,Female,0.0,0,0,6.0,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),49.65,267.35,1.66
1177-XZBJL,0,Male,0.0,1,0,50.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.55,1067.65,0.68
1178-PZGAB,0,Male,0.0,0,0,60.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.9,5450.7,3.0
1179-INLAT,0,Female,0.0,0,0,4.0,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,48.25,202.25,1.61
1183-CANVH,0,Male,0.0,0,0,45.0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.45,4964.7,3.62
1184-PJVDB,1,Male,0.0,1,1,25.0,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.5,1901.05,2.52
1187-WILMM,0,Male,1.0,1,0,43.0,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),100.55,4304.0,3.35
1193-RTSLK,1,Female,0.0,1,1,12.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.0,233.55,0.63
1194-BHJYC,0,Female,0.0,0,0,9.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.85,663.55,2.56
1194-HVAIF,0,Female,0.0,0,0,62.0,1,No,DSL,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,65.1,3846.75,2.17
1194-SPVSP,0,Male,0.0,1,1,40.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.4,745.3,0.68
1195-OIYEJ,1,Male,0.0,0,1,6.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,26.35,184.05,0.88
1196-AMORA,1,Male,1.0,0,0,16.0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.75,1218.25,2.62
1197-BVMVG,0,Female,0.0,1,1,8.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.8,160.05,0.66
1200-TUZHR,0,Female,0.0,0,0,2.0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,49.6,114.7,1.65
1202-KKGFU,0,Female,0.0,1,0,72.0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),91.15,6637.9,3.04
1205-WNWPJ,1,Male,0.0,1,1,50.0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),105.95,5341.8,3.53
1206-EHBDD,0,Male,0.0,0,0,21.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,1570.7,2.51
1207-BLKSA,0,Female,0.0,1,0,64.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,115.0,7396.15,3.83
1208-DNHLN,1,Male,0.0,0,0,3.0,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,65.25,209.9,2.17
1208-NBVFH,0,Male,0.0,0,0,58.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.15,1035.5,0.64
1209-VFFOC,0,Male,1.0,0,0,14.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),90.45,1266.1,3.02
1212-GLHMD,0,Female,0.0,0,0,18.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,389.25,0.65
1213-NGCUN,1,Female,0.0,0,0,67.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.1,1759.55,0.87
1215-EXRMO,0,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.1,20.1,0.67
1215-FIGMP,0,Male,0.0,1,0,61.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.45,1538.6,0.85
1215-VFYVK,0,Male,0.0,0,0,52.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,1025.05,0.65
1216-BGTSP,0,Female,0.0,1,0,14.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.4,292.4,0.68
1216-JWVUX,0,Female,0.0,1,1,43.0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.2,2169.4,1.67
1217-VASWC,0,Male,0.0,1,1,52.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.8,1229.1,0.83
1218-VKFPE,1,Male,0.0,0,0,2.0,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,54.4,114.1,1.81
1219-NNDDO,0,Female,1.0,0,0,4.0,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.25,303.7,2.68
1221-GHZEP,0,Female,1.0,0,0,31.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.95,3186.65,3.33
1222-KJNZD,0,Male,0.0,1,1,5.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,86.05,0.65
1222-LRYKO,0,Female,1.0,0,0,27.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),110.5,2857.6,3.68
1223-UNPKS,0,Male,0.0,0,0,4.0,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,54.3,195.3,1.81
1226-IENZN,0,Male,1.0,0,0,23.0,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),34.65,768.45,1.16
1226-JZNKR,0,Female,0.0,1,0,9.0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),75.75,655.9,2.52
1226-UDFZR,1,Male,0.0,0,0,55.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,5283.95,3.23
1227-UDMZR,0,Female,0.0,1,0,49.0,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),56.3,2780.6,1.88
1228-FZFRV,1,Female,0.0,1,0,71.0,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.45,5662.25,2.68
1228-ZLNBX,0,Male,0.0,1,0,59.0,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),66.4,3958.2,2.21
1229-RCALF,0,Female,1.0,1,0,68.0,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Credit card (automatic),96.55,6581.9,3.22
1230-QAJDW,0,Female,0.0,1,0,64.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,81.3,5129.3,2.71
1231-YNDEK,0,Female,0.0,1,1,72.0,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),66.85,4758.8,2.23
1236-WFCDV,1,Female,0.0,1,1,30.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,599.25,0.66
1237-WIYYZ,0,Male,1.0,0,0,12.0,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,43.65,526.95,1.45
1240-HCBOH,0,Male,0.0,0,0,39.0,1,Yes,DSL,No,No,No,Yes,No,No,Two year,1,Credit card (automatic),53.85,2200.7,1.8
1240-KNSEZ,1,Male,0.0,1,1,15.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,332.65,0.65
1241-EZFMJ,0,Female,1.0,0,0,4.0,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,88.85,372.45,2.96
1241-FPMOF,0,Male,1.0,0,0,70.0,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),44.05,3011.65,1.47
1245-HARPS,0,Male,0.0,0,0,1.0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,79.9,79.9,2.66
1247-QBVSH,0,Male,0.0,1,0,72.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.6,7962.2,3.69
1248-DYXUB,0,Female,0.0,1,1,72.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.7,1482.3,0.69
1251-KRREG,1,Female,0.0,0,0,35.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.1,741.0,0.7
1251-STYSZ,0,Male,1.0,1,1,68.0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),107.15,7379.8,3.57
1254-IZEYF,1,Male,0.0,1,1,71.0,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Electronic check,84.8,6152.4,2.83
1257-SXUXQ,0,Female,0.0,1,1,70.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.7,1685.9,0.82
1258-YMZNM,0,Male,0.0,1,1,29.0,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),55.35,1636.95,1.84
1260-TTRXI,1,Male,0.0,0,0,66.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,1240.8,0.64
1261-FWTTE,0,Male,1.0,0,0,20.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.95,1648.45,3.0
1262-OPMFY,1,Female,0.0,1,1,55.0,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),69.05,3842.6,2.3
1264-BYWMS,1,Male,0.0,1,0,9.0,1,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,70.05,564.4,2.34
1264-FUHCX,0,Female,1.0,0,0,2.0,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.55,149.55,2.62
1265-BCFEO,0,Female,0.0,1,0,72.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,97.85,6841.3,3.26
1265-HVPZB,0,Female,0.0,0,1,49.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.45,1024.65,0.68
1265-XTECC,1,Male,0.0,0,0,24.0,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.55,2187.15,2.98
1265-ZFOSD,0,Male,1.0,0,0,42.0,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.35,3344.1,2.64
1266-NZYUI,0,Male,0.0,1,0,21.0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.1,2249.95,3.54
1268-ASBGA,1,Male,1.0,1,1,52.0,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.85,4079.55,2.7
1269-FOYWN,0,Male,0.0,1,0,12.0,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.6,959.9,2.82
1270-XKUCC,0,Male,0.0,1,1,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),108.4,7767.25,3.61
1271-SJBGZ,1,Female,0.0,0,0,3.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,220.6,2.52
1271-UODNO,0,Male,1.0,0,0,52.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.75,5832.0,3.69
1272-ILHFG,0,Male,0.0,0,0,46.0,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,1.01
1273-MTETI,1,Female,0.0,1,0,53.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.4,5149.5,3.28
1282-IHQAC,0,Female,1.0,0,0,15.0,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),55.0,757.1,1.83
1285-OKIPP,1,Male,0.0,1,0,70.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),99.35,6944.5,3.31
1291-CUOCY,0,Female,0.0,0,0,7.0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.05,189.95,0.84
1293-BSEUN,0,Female,0.0,1,1,54.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.75,1342.15,0.82
1293-HHSHJ,0,Male,0.0,0,0,1.0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.25,24.25,0.81
1297-VQDRP,0,Female,0.0,1,0,68.0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Credit card (automatic),86.45,5762.95,2.88
1298-PHBTI,0,Female,0.0,1,0,72.0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,101.35,7323.15,3.38
1299-AURJA,0,Male,0.0,1,1,55.0,1,No,DSL,No,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),55.25,3119.9,1.84
1301-LOPVR,0,Male,0.0,0,0,9.0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.95,190.25,0.83
1302-TPUBN,0,Female,0.0,0,0,4.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,83.3,0.67
1302-UHBDD,0,Male,0.0,1,1,18.0,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),46.4,812.4,1.55
1303-SRDOK,0,Male,0.0,1,1,41.0,1,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),68.5,2839.95,2.28
1304-BCCFO,0,Male,0.0,0,0,10.0,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),86.05,834.1,2.87
1304-NECVQ,1,Male,0.0,1,0,63.0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.4,6603.0,3.45
1304-SEGFY,0,Male,0.0,0,1,6.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,128.6,0.65
1306-RPWXZ,0,Male,0.0,0,0,14.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.35,324.8,0.64
1307-ATKGB,0,Male,0.0,1,0,61.0,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),94.15,5731.85,3.14
1307-TVUFB,0,Female,0.0,0,0,13.0,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),80.0,1029.35,2.67
1309-BXVOQ,1,Male,0.0,1,0,64.0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),102.45,6654.1,3.42
1309-XGFSN,0,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.05,20.05,0.67
1310-QRITU,0,Female,0.0,1,1,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),115.6,8220.4,3.85
1319-YLZJG,0,Male,0.0,1,0,22.0,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),59.75,1374.35,1.99
1320-GVNHT,0,Male,0.0,0,0,11.0,1,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,60.9,688.5,2.03
1320-HTRDR,1,Male,0.0,1,1,4.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,68.8,0.65
1320-REHCS,0,Female,0.0,1,1,7.0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,48.8,349.8,1.63
1322-AGOQM,1,Male,0.0,0,0,6.0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),78.65,483.3,2.62
1323-OOEPC,1,Male,0.0,1,0,50.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,98.25,4858.7,3.28
1324-NLTJE,1,Male,0.0,1,1,11.0,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),59.65,683.25,1.99
1325-USMEC,0,Female,1.0,1,0,54.0,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.1,5437.1,3.3
1328-EUZHC,0,Male,0.0,1,1,23.0,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),30.35,678.75,1.01
1329-VHWNP,0,Female,0.0,1,0,67.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),109.7,7344.45,3.66
1333-PBMXB,0,Male,1.0,1,0,1.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,70.3,2.34
1334-FJSVR,1,Female,0.0,0,0,46.0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,94.15,4408.45,3.14
1334-PDUKM,0,Female,0.0,1,1,0.0,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),56.05,,1.87
1335-HQMKX,0,Female,0.0,0,0,48.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.35,1133.7,0.81
1335-MXCSE,0,Male,1.0,1,0,40.0,1,No,DSL,No,No,No,No,No,Yes,One year,0,Electronic check,55.8,2283.3,1.86
1335-NTIUC,0,Female,0.0,1,1,11.0,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,66.35,740.8,2.21
